episode,phase,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,resid_after,reward,v_out,cr,q_loss,destroy,steps
0,train,blind,3.0,0,2.149352706407653e-05,7.327807998461513e-06,1.2213011374784766e-05,0.0,0.0,0.015463253631252625,1.6076291839447978,1.6076316768654222,7.327811293952775e-06,-0.20072456300209746,0.30155197483604856,0.39748953974895396,1.607631678914094,0.0,239
1,eval,blind,3.0,0,0.49975553764743685,0.19303675382651359,0.3217278897149657,0.1924686198079935,0.0,0.012746235531088447,1.1907051617131572,1.27259475117448,0.19303675297282152,-0.1891064087054112,0.4641977506750942,0.24267782426778242,1.2725947500590127,0.0,239
2,eval,blind,3.0,0,0.19920830527869945,0.06432276082003638,0.10720459028279529,0.050589577859914456,0.0,0.010846039136115726,1.0856694211271518,1.0886392270421383,0.06432276116419831,-0.1252195641750629,0.07590729695243181,0.895397489539749,1.0886392242579777,0.0,239
3,eval,blind,3.0,0,0.5016285062847449,0.1925526037539765,0.3209209689120596,0.19113731477799276,0.0,0.012514212174598268,1.1675474119984455,1.244374879982681,0.19255260386110662,-0.17552006693810457,0.3518798777411793,0.4435146443514644,1.2443748902465075,0.0,239
4,eval,blind,3.0,0,0.4738973789959445,0.18399344758197828,0.3066557089814714,0.19931532935118576,0.0,0.01304547580652656,1.1259021766514958,1.2783253730340982,0.18399344772722345,-0.1740098582952167,0.2514021187572331,0.4769874476987448,1.2783253558624341,0.0,239
5,eval,blind,3.0,0,0.023700630373153914,0.008345015072709468,0.013908357106302144,0.0,0.0,0.010454521822318373,1.063044519105217,1.0387038039861862,0.00834501479077372,-0.12003053572697217,0.03181103296833733,0.8410041841004184,1.0387038010715666,0.0,239
6,eval,blind,3.0,0,0.09350415801189335,0.02640184185034269,0.044003067297883385,0.0024724230481989714,0.0,0.010130783081226145,1.0351622817905377,0.9998206372789759,0.026401841783793557,-0.12473091087991332,0.05934894210510698,0.7489539748953975,0.9998206348192504,0.0,239
7,eval,blind,3.0,0,0.022306911853421187,0.006927203863368917,0.011545339129815486,0.0,0.0,0.010438833270751907,1.047688928857508,1.0286393711756463,0.006927203887906247,-0.11281046830106453,0.0,1.0,1.0286393693091975,0.0,239
8,eval,blind,3.0,0,0.4532820635336884,0.1717658728259388,0.2862764194439809,0.18828451926488757,0.0,0.01285956482593921,1.1177708835781368,1.2633858909168003,0.17176587227123077,-0.16371411618049225,0.18798777411792642,0.7447698744769874,1.2633858944685048,0.0,239
9,eval,blind,3.0,0,0.4918546215835647,0.18785191580762056,0.31308649187319654,0.18771396028696244,0.0,0.012477811290512337,1.1564759332764598,1.2410594764863099,0.18785191590567854,-0.176937772677399,0.41606575862785256,0.4309623430962343,1.2410594754803215,0.0,239
10,eval,blind,3.0,0,0.4595581971330663,0.19498844424476477,0.32498069991871875,0.2335488785011499,0.0,0.013474754468931439,1.0424234171292772,1.286174360428894,0.1949884437294504,-0.17765238496330715,0.38710347488056024,0.502092050209205,1.2861743582901515,0.0,239
11,train,blind,3.0,0,0.3926658787366775,0.17419080944039794,0.29031797386140845,0.277291747004916,0.021110689103852755,0.01939375748055126,1.6506483811713661,1.800548677165139,0.17359325008670323,-0.2291395279805813,0.3719991691148105,0.39330543933054396,1.800548674620146,0.0,239
12,train,blind,3.0,0,0.07879225602993307,0.030618446572570138,0.05103074083363254,0.013693419647516067,0.0019018638832299778,0.017763268130453435,1.7552988055360865,1.7373639387565676,0.03054715162692309,-0.2074463270645091,0.22549630552835395,0.40585774058577406,1.7373639329436292,0.0,239
13,train,blind,3.0,0,0.00484126768363289,0.0028653153174855867,0.004775525375038471,0.0,0.0,0.018545094051371058,1.828797223677695,1.820414759125171,0.002865315354078478,-0.2049781489602982,0.0954924478471171,0.5104602510460251,1.8204147586833468,0.0,239
14,train,blind,3.0,0,0.08452669602320004,0.03226884439047894,0.053781403785997176,0.00646633714063397,0.0007607455532919912,0.018365805602348,1.8567689308062756,1.7815233030079798,0.03222612758170376,-0.21589299642080334,0.2795631917861064,0.301255230125523,1.7815233177376322,0.0,239
15,train,blind,3.0,0,0.4532820462560594,0.1726032634241427,0.2876720657680772,0.24343856907289896,0.013313047182609845,0.018635804901312586,1.8804318196603942,1.777280231400015,0.1721670021121008,-0.22286679553226413,0.2847265497492507,0.4769874476987448,1.7772802266349619,0.0,239
16,train,blind,3.0,0,0.011099790736339269,0.007033094438499182,0.011721823279498434,0.0,0.0,0.019948916057724832,1.928146798740371,1.9048136836814082,0.007033094349026214,-0.2206612003233218,0.2060001780468263,0.26359832635983266,1.9048136896958272,0.0,239
17,train,blind,3.0,0,0.5020820002191994,0.1911781667838863,0.31863023873338686,0.24077596001046472,0.006656523591304923,0.01837842244748416,1.9318365801328397,1.7414635464736108,0.19104821321552778,-0.21561455558433407,0.3437490726727796,0.35564853556485354,1.7414635419729119,0.0,239
