A,beta_cos,clipped,corr_frac,cr,explained,fit_gain,kind,load,load_pu,mu,pred_err,q_loss,resid_after,reward,sat,sigma,trust,v_out
0.2608965189707507,0.342832669056952,0.0,0.7364119147270348,0.9798611111111111,-0.21072411745156527,-2.828950887469263,mu,0.005054655369602301,0.004043724481262877,0.999,0.004895834753794285,0.14394511376460792,0.00478165022542372,-0.029286791534369423,0.0,1.0,0.8733498232646121,0.002377946127946128
0.2608965189707507,0.130808519752625,0.0,0.7700716765359317,0.9791666666666666,0.27045649832182084,-2.042793466614886,mu,0.005213983141628218,0.004171186723545538,0.99,0.0030430621684489423,0.14389657986923357,0.002961257191253708,-0.029282258488282736,0.0,1.0,0.8684933580872085,0.002504208754208754
0.2608965189707507,0.06091538490088876,0.0,0.7941109156466115,0.9791666666666666,0.34380346559796027,-1.6130719735112506,mu,0.005250386250814485,0.004200309203139656,0.98,0.002756228342517236,0.14409188476982052,0.002668687236714757,-0.029296408668550218,0.0,1.0,0.8654339772649109,0.002504208754208754
0.2608965189707507,0.0004246768607117701,0.0,0.8663410255150061,0.9784722222222222,0.32688182461437376,-2.505946983434357,mu,0.005266980765577816,0.004213584797492666,0.95,0.0028362405107208765,0.1442671329934861,0.0026682174189880292,-0.02930293635353564,0.0,1.0,0.862732240681847,0.002525252525252525
0.2608965189707507,0.0057296947938286595,0.0,0.8981239471083805,0.9791666666666666,0.3266050472335993,-3.396767894350018,mu,0.0052801966648934875,0.004224157539200254,0.9,0.00284452636658759,0.14434165316715764,0.0026538666336803217,-0.029302911906086814,0.0,1.0,0.8618747403845191,0.002504208754208754
