A,arm,b0,beta_cos,clipped,corr_frac,cr,destroy,explained,fit_gain,kind,load,load_pu,pred_err,q_loss,resid_after,reward,sat,sigma,steps,trust,v_out
0.2608965189707507,blind,-0.02928353194920924,nan,0.0,nan,0.9784722222222222,0.0,nan,nan,ladder,0.0,0.0,nan,0.14438330030143262,0.0,-0.02928353194920924,0.0,0.0,1440,nan,0.002441077441077441
0.2608965189707507,pact,-0.02928353194920924,0.8911095173201627,0.0,0.8487042754447881,0.9770833333333333,0.0,0.9770871701771822,0.9412966420571643,ladder,0.016068001602553117,0.012854402025401316,0.00029453072608210583,0.14406331431341665,0.002013139513382119,-0.029349704498782447,0.00023148148838016721,3.0,1440,0.8628989547749775,0.002904040404040404
0.2608965189707507,intercept,-0.02928353194920924,-0.5868380583201643,0.010416666977107525,0.10609528578140899,0.7333333333333333,0.0,-0.01998662977524579,-0.03068482847326474,ladder,0.09699800708761788,0.0775984112995919,0.07914934201738409,0.3010446641297709,0.07862360323166892,-0.05488199836446476,0.11886574428321586,3.0,1440,0.8690339581833946,0.11058501683501684
