episode,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,resid_after,reward,v_out,cr,q_loss,destroy,steps
10,blind,0.0,0,0.3612674953427315,0.0,0.0,0.0,0.0,0.006154357895029078,0.4148748799472673,0.4148748799472673,0.0,-0.08371745513368639,0.41181691390896413,0.11715481171548117,0.41487487964724756,0.0,239
11,blind,0.0,0,0.501210307838382,0.0,0.0,0.0,0.0,0.01586904172653091,0.7626161645147093,0.7626161645147093,0.0,-0.10082908030291463,0.13668061366806136,0.4560669456066946,0.7626161660909805,0.0,239
12,blind,0.0,0,0.0012663892698259907,0.0,0.0,0.0,0.0,0.015702129176050177,0.7910582405129237,0.7910582405129237,0.0,-0.10798143418715582,0.1677443895017117,0.4100418410041841,0.791058240025496,0.0,239
13,blind,0.0,0,0.5019918540521879,0.0,0.0,0.0,0.0,0.016653257661312038,0.8195801039370533,0.8195801039370533,0.0,-0.10777651279342723,0.1307214403448713,0.4393305439330544,0.8195801037318204,0.0,239
14,blind,0.0,0,0.24477056702595276,0.0,0.0,0.0,0.0,0.016833149442725882,0.8398399858669257,0.8398399858669257,0.0,-0.10547932467560507,0.09585393685812095,0.42677824267782427,0.8398399873432323,0.0,239
15,blind,0.0,0,0.32300139925731,0.0,0.0,0.0,0.0,0.01796374086750414,0.89060072769181,0.89060072769181,0.0,-0.10997792942751744,0.08811969063015089,0.4225941422594142,0.890600727414564,0.0,239
16,blind,0.0,0,0.3028837280172224,0.0,0.0,0.0,0.0,0.01824318653237558,0.9063017292252146,0.9063017292252146,0.0,-0.11401294819243783,0.12970711297071127,0.18828451882845187,0.906301729452945,0.0,239
17,blind,0.0,0,0.33479187858415665,0.0,0.0,0.0,0.0,0.018752026755487445,0.9332592259141691,0.9332592259141691,0.0,-0.11375726772084174,0.10041841004184102,0.22594142259414227,0.9332592270138054,0.0,239
18,blind,0.0,0,0.07600188859598127,0.0,0.0,0.0,0.0,0.019208921511193824,0.9579930431423825,0.9579930431423825,0.0,-0.11674301381799532,0.1272980854570813,0.14644351464435146,0.9579930432566884,0.0,239
19,blind,0.0,0,0.4941819601855557,0.0,0.0,0.0,0.0,0.01962352050741098,0.9963845229049108,0.9963845229049108,0.0,-0.11911661532942287,0.10840623811335111,0.1799163179916318,0.9963845275292563,0.0,239
20,blind,0.0,0,0.06283616020874398,0.0,0.0,0.0,0.0,0.019543789366112094,0.9912613162685139,0.9912613162685139,0.0,-0.12176689926607163,0.13515912260682134,0.13389121338912133,0.99126132180238,0.0,239
21,blind,0.0,0,3.583932445953487e-06,0.0,0.0,0.0,0.0,0.020166459962897097,0.99389826316215,0.99389826316215,0.0,-0.12100888101450555,0.11271712945353118,0.1297071129707113,0.9938982684899283,0.0,239
22,blind,0.0,0,0.4417291495469365,0.0,0.0,0.0,0.0,0.020641575844093346,1.0313088060921705,1.0313088060921705,0.0,-0.12383997833877751,0.1441612780524915,0.06276150627615062,1.0313088087083988,0.0,239
23,blind,0.0,0,0.21976545920194163,0.0,0.0,0.0,0.0,0.02065129739438889,1.0108430366885213,1.0108430366885213,0.0,-0.1242991052533931,0.16571573475339166,0.08786610878661087,1.010843038052982,0.0,239
24,blind,0.0,0,0.496713411596384,0.0,0.0,0.0,0.0,0.019282745953384303,0.9577601659248065,0.9577601659248065,0.0,-0.13274607997173482,0.25180677063522255,0.02092050209205021,0.9577601641511624,0.0,239
25,blind,0.0,0,0.00010017924373394666,0.0,0.0,0.0,0.0,0.02081530709910717,1.0432406631473716,1.0432406631473716,0.0,-0.1264211540467448,0.14289336883479148,0.058577405857740586,1.0432406623101713,0.0,239
26,blind,0.0,0,0.04457112279658256,0.0,0.0,0.0,0.0,0.02050875313580036,0.985566524531552,0.985566524531552,0.0,-0.12319241310699632,0.1752250538861418,0.06694560669456066,0.9855665209726435,0.0,239
27,blind,0.0,0,0.24477059851891544,0.0,0.0,0.0,0.0,0.020468466346265132,0.9924469651288068,0.9924469651288068,0.0,-0.12037411875319311,0.13528591352859137,0.11715481171548117,0.9924469701125421,0.0,239
28,blind,0.0,0,0.3028837280172224,0.0,0.0,0.0,0.0,0.01969249282328404,0.9523013100713865,0.9523013100713865,0.0,-0.11598396886813009,0.100164828198301,0.26359832635983266,0.9523013128275432,0.0,239
29,blind,0.0,0,0.37911919344205136,0.0,0.0,0.0,0.0,0.019371924701704017,0.952846784222575,0.952846784222575,0.0,-0.12055271928776132,0.14974007861037147,0.1297071129707113,0.9528467819154205,0.0,239
30,blind,0.0,0,0.4977520082539135,0.0,0.0,0.0,0.0,0.02027105279344769,0.6334781010779377,0.6334781010779377,0.0,-0.0819660160650368,0.1638138709268416,0.0,0.6334781010614597,0.0,239
31,blind,0.0,0,0.4417291690690918,0.0,0.0,0.0,0.0,0.01977339930925908,0.6881100257320882,0.6881100257320882,0.0,-0.10271124576549905,0.25383542538354253,0.0,0.6881100226679302,0.0,239
32,blind,0.0,0,0.3685238404330022,0.0,0.0,0.0,0.0,0.02023284469251852,0.6406200546849223,0.6406200546849223,0.0,-0.08580303415804591,0.18169139089641187,0.0,0.6406200544755889,0.0,239
33,blind,0.0,0,0.5018170490880057,0.0,0.0,0.0,0.0,0.019192783037301885,0.6991504455710056,0.6991504455710056,0.0,-0.10708589635555919,0.27881323697223276,0.0,0.6991504474606001,0.0,239
34,blind,0.0,0,0.5020268853461184,0.0,0.0,0.0,0.0,0.01902720580368486,0.6956485169452603,0.6956485169452603,0.0,-0.10865052577526996,0.27741853683276274,0.0,0.6956485184470513,0.0,239
35,blind,0.0,0,0.45752091049933935,0.0,0.0,0.0,0.0,0.01967000987411917,0.6940211017760273,0.6940211017760273,0.0,-0.09984252998633224,0.2267021681247623,0.0,0.6940211003151759,0.0,239
36,blind,0.0,0,0.05557844634596492,0.0,0.0,0.0,0.0,0.020216783458000695,0.6319133947334529,0.6319133947334529,0.0,-0.08567552617222887,0.18093064536579184,0.0,0.6319133988319151,0.0,239
37,blind,0.0,0,0.24477056702595276,0.0,0.0,0.0,0.0,0.019960411107284505,0.6690958020078587,0.6690958020078587,0.0,-0.09214322514675378,0.19424369215164186,0.0,0.6690957997341467,0.0,239
38,blind,0.0,0,0.4797851214425007,0.0,0.0,0.0,0.0,0.02007974173764554,0.6630360475394517,0.6630360475394517,0.0,-0.09397997111096983,0.22429314061113215,0.0,0.6630360463110154,0.0,239
39,blind,0.0,0,0.001494409176462552,0.0,0.0,0.0,0.0,0.02023734453145929,0.6320880049192755,0.6320880049192755,0.0,-0.08265775585685234,0.17142132623304177,0.0,0.6320880056328964,0.0,239
40,blind,0.0,0,0.051011509713621825,0.0,0.0,0.0,0.0,0.019005736540691247,0.9502612176549984,0.9502612176549984,0.0,-0.11528692640198884,0.1294535311271713,0.22594142259414227,0.9502612205560595,0.0,239
41,blind,0.0,0,0.4986505481252782,0.0,0.0,0.0,0.0,0.018612960893193174,0.9323017518016584,0.9323017518016584,0.0,-0.11405883169303058,0.09128946367440093,0.2928870292887029,0.9323017517571283,0.0,239
42,blind,0.0,0,0.4634686815016611,0.0,0.0,0.0,0.0,0.01757127975959284,0.8719981235440306,0.8719981235440306,0.0,-0.11035733511131354,0.14276657791302147,0.2175732217573222,0.8719981235774409,0.0,239
43,blind,0.0,0,0.49975553764743685,0.0,0.0,0.0,0.0,0.01613278788120864,0.7856920203155054,0.7856920203155054,0.0,-0.11630310826661125,0.2476226702168125,0.09205020920502092,0.7856920204498137,0.0,239
44,blind,0.0,0,0.501946137909228,0.0,0.0,0.0,0.0,0.01701593700802211,0.8462514490138536,0.8462514490138536,0.0,-0.10537056077734397,0.09090909090909091,0.4309623430962343,0.8462514462291364,0.0,239
45,blind,0.0,0,0.3109929788440381,0.0,0.0,0.0,0.0,0.017036703686038945,0.8364679699911732,0.8364679699911732,0.0,-0.10944721448663018,0.1375681501204514,0.3472803347280335,0.8364679704236403,0.0,239
46,blind,0.0,0,0.497250765612289,0.0,0.0,0.0,0.0,0.014800035628533013,0.7299064385965778,0.7299064385965778,0.0,-0.10861265330110494,0.2227716495498922,0.18410041841004185,0.7299064382990783,0.0,239
47,blind,0.0,0,0.012959528787482421,0.0,0.0,0.0,0.0,0.016923429724510962,0.8151301530863949,0.8151301530863949,0.0,-0.1091567308565976,0.15531887916825157,0.4225941422594142,0.815130151064735,0.0,239
48,blind,0.0,0,0.012006890569388804,0.0,0.0,0.0,0.0,0.01591341770288172,0.8280247575817746,0.8280247575817746,0.0,-0.11048622704799196,0.15303664257639155,0.38493723849372385,0.8280247586678914,0.0,239
49,blind,0.0,0,0.37911919344205136,0.0,0.0,0.0,0.0,0.016652373665218947,0.8005943457327128,0.8005943457327128,0.0,-0.11245413578198803,0.21098009382528204,0.35564853556485354,0.8005943461771045,0.0,239
50,blind,0.0,0,0.501210307838382,0.0,0.0,0.0,0.0,0.01410509835613042,0.7099830982076573,0.7099830982076573,0.0,-0.10011269399183703,0.17623938126030178,0.2719665271966527,0.7099831013508077,0.0,239
51,blind,0.0,0,0.4706366194916741,0.0,0.0,0.0,0.0,0.015254539372321515,0.7340724274952541,0.7340724274952541,0.0,-0.10226758597577283,0.1820717636617218,0.24267782426778242,0.7340724292199458,0.0,239
52,blind,0.0,0,2.1493512025067902e-05,0.0,0.0,0.0,0.0,0.01711975656952475,0.8322135330992264,0.8322135330992264,0.0,-0.12072736656739637,0.2601749714720426,0.3138075313807531,0.8322135292491548,0.0,239
53,blind,0.0,0,0.2656803508259933,0.0,0.0,0.0,0.0,0.016055387145718834,0.778653214915527,0.778653214915527,0.0,-0.10667925395583017,0.17661975402561178,0.4100418410041841,0.7786532143574525,0.0,239
54,blind,0.0,0,0.4634686679649094,0.0,0.0,0.0,0.0,0.014858155719795612,0.7415836383608095,0.7415836383608095,0.0,-0.10041566803840594,0.15379738810701157,0.3723849372384937,0.741583638306991,0.0,239
55,blind,0.0,0,0.478391402922768,0.0,0.0,0.0,0.0,0.0156906167698915,0.7901707966207959,0.7901707966207959,0.0,-0.10896249633203141,0.19056675542031187,0.3807531380753138,0.790170796629551,0.0,239
56,blind,0.0,0,0.4994180284038787,0.0,0.0,0.0,0.0,0.014467551655459479,0.7359263947443982,0.7359263947443982,0.0,-0.10002350574600141,0.15481171548117154,0.30962343096234307,0.7359263911873423,0.0,239
57,blind,0.0,0,0.11952211124389958,0.0,0.0,0.0,0.0,0.0163012536069199,0.8200803919067942,0.8200803919067942,0.0,-0.1113714901960341,0.17585900849499175,0.3263598326359833,0.8200803902102612,0.0,239
58,blind,0.0,0,0.3685238404330022,0.0,0.0,0.0,0.0,0.01527637107469235,0.7987372342762089,0.7987372342762089,0.0,-0.10470530563329442,0.14175225053886145,0.3598326359832636,0.7987372321247975,0.0,239
59,blind,0.0,0,0.4634686815016611,0.0,0.0,0.0,0.0,0.01573674197193765,0.7774147581168798,0.7774147581168798,0.0,-0.10295782591091088,0.14555597819196145,0.38493723849372385,0.7774147597072119,0.0,239
60,blind,0.0,0,0.025146201497458203,0.0,0.0,0.0,0.0,0.0013398558537526422,0.2636973079777163,0.2636973079777163,0.0,-0.04696150666584122,0.03448713072144034,0.7656903765690377,0.26369730871678254,0.0,239
61,blind,0.0,0,0.47694583179846367,0.0,0.0,0.0,0.0,0.0012302249765011898,0.23301853333058217,0.23301853333058217,0.0,-0.04157135123477427,0.08342842652466087,0.7615062761506276,0.2330185335381006,0.0,239
62,blind,0.0,0,0.5015085098678519,0.0,0.0,0.0,0.0,0.00148090386590784,0.17818261377482233,0.17818261377482233,0.0,-0.03280724571614304,0.043616077088880434,0.606694560669456,0.17818261378475836,0.0,239
63,blind,0.0,0,0.000463527011177035,0.0,0.0,0.0,0.0,0.001553730064979657,0.28101110576835137,0.28101110576835137,0.0,-0.05480716834159181,0.13553949537213136,0.5606694560669456,0.2810111050792299,0.0,239
64,blind,0.0,0,0.43151489933949033,0.0,0.0,0.0,0.0,0.0011943415219887747,0.2562874833659647,0.2562874833659647,0.0,-0.05416790235744759,0.21592493977431204,0.4560669456066946,0.2562874818058452,0.0,239
65,blind,0.0,0,0.3347918485875449,0.0,0.0,0.0,0.0,0.0012378257272616963,0.25484150822691337,0.25484150822691337,0.0,-0.03807374697660516,0.0,1.0,0.25484150853077947,0.0,239
66,blind,0.0,0,0.5000638219418426,0.0,0.0,0.0,0.0,0.0013358526883615672,0.2727521301936904,0.2727521301936904,0.0,-0.05582285696883143,0.09978445543299104,0.45188284518828453,0.2727521303320321,0.0,239
67,blind,0.0,0,0.3538667886901772,0.0,0.0,0.0,0.0,0.0012684600024920533,0.2601612411034157,0.2601612411034157,0.0,-0.04415454762488447,0.0,1.0,0.26016124225009096,0.0,239
68,blind,0.0,0,0.22807283978866633,0.0,0.0,0.0,0.0,0.0012819859794454033,0.23415679889867494,0.23415679889867494,0.0,-0.0470699528819186,0.13439837707620136,0.502092050209205,0.23415679954206906,0.0,239
69,blind,0.0,0,0.15197705929011698,0.0,0.0,0.0,0.0,0.0013302338906762553,0.24210657946235464,0.24210657946235464,0.0,-0.03949332183424617,0.014327374160010137,0.8619246861924686,0.2421065787453204,0.0,239
70,blind,0.0,0,0.49008514884387816,0.0,0.0,0.0,0.0,0.015356713870372702,0.7702079573061675,0.7702079573061675,0.0,-0.10201938657440054,0.14821858754913148,0.3472803347280335,0.7702079596694476,0.0,239
71,blind,0.0,0,0.06794360041903054,0.0,0.0,0.0,0.0,0.016577962256001628,0.8185527633922369,0.8185527633922369,0.0,-0.10858075471755979,0.14758463294028148,0.4435146443514644,0.8185527643147883,0.0,239
72,blind,0.0,0,6.514758795400435e-05,0.0,0.0,0.0,0.0,0.017148407453780205,0.8317588921246668,0.8317588921246668,0.0,-0.11355508855983044,0.19373652846456194,0.3807531380753138,0.8317588924850926,0.0,239
73,blind,0.0,0,0.4900851427265331,0.0,0.0,0.0,0.0,0.016213953287036755,0.8050174310366978,0.8050174310366978,0.0,-0.11341074234267969,0.22188411309750222,0.3179916317991632,0.805017437201584,0.0,239
74,blind,0.0,0,0.00791006892580767,0.0,0.0,0.0,0.0,0.016371725402795807,0.830421250983761,0.830421250983761,0.0,-0.11101661423916319,0.1611512615696716,0.401673640167364,0.8304212561737006,0.0,239
75,blind,0.0,0,0.019673128869098604,0.0,0.0,0.0,0.0,0.017266214218781675,0.8025617722312776,0.8025617722312776,0.0,-0.10262193984426228,0.11335108406238112,0.4769874476987448,0.8025617713604014,0.0,239
76,blind,0.0,0,0.12646471729623124,0.0,0.0,0.0,0.0,0.01622797404299003,0.8137635339254116,0.8137635339254116,0.0,-0.10679507138636021,0.1307214403448713,0.4686192468619247,0.8137635358457725,0.0,239
77,blind,0.0,0,0.4634686815016611,0.0,0.0,0.0,0.0,0.015253033421769988,0.7288291071498744,0.7288291071498744,0.0,-0.10435797876574818,0.19842779257005197,0.2217573221757322,0.728829105496391,0.0,239
78,blind,0.0,0,0.2573214347770065,0.0,0.0,0.0,0.0,0.016055462478122295,0.8177537709225172,0.8177537709225172,0.0,-0.11082791055731718,0.17674654494738173,0.3723849372384937,0.8177537745993766,0.0,239
79,blind,0.0,0,0.43151492035799666,0.0,0.0,0.0,0.0,0.016279329944238315,0.7968311752484932,0.7968311752484932,0.0,-0.10227483456772098,0.12184607582097123,0.38493723849372385,0.796831174719829,0.0,239
80,blind,0.0,0,0.3649142709313249,0.0,0.0,0.0,0.0,0.01583277901233209,0.7795402330334715,0.7795402330334715,0.0,-0.10118637719342291,0.1390896411816914,0.3305439330543933,0.7795402309946491,0.0,239
81,blind,0.0,0,0.3612674953427315,0.0,0.0,0.0,0.0,0.015884188698433246,0.7868690801215471,0.7868690801215471,0.0,-0.10444850089395445,0.14099150500824142,0.40585774058577406,0.7868690802981151,0.0,239
82,blind,0.0,0,0.01609831423724945,0.0,0.0,0.0,0.0,0.016772919804516354,0.8093834281217104,0.8093834281217104,0.0,-0.11199350937700024,0.18765056421960186,0.32217573221757323,0.8093834243967706,0.0,239
83,blind,0.0,0,0.3347918485875449,0.0,0.0,0.0,0.0,0.015835540329698458,0.782660854972556,0.782660854972556,0.0,-0.11140558435516579,0.2431849879548624,0.2384937238493724,0.7826608567721322,0.0,239
84,blind,0.0,0,0.36126752409238416,0.0,0.0,0.0,0.0,0.017162860011697503,0.8237448655162396,0.8237448655162396,0.0,-0.106734204666545,0.12133891213389121,0.4602510460251046,0.823744865957653,0.0,239
85,blind,0.0,0,0.29470410188133966,0.0,0.0,0.0,0.0,0.015609260646053532,0.7739792524147233,0.7739792524147233,0.0,-0.10295536976073841,0.12742487637885128,0.5062761506276151,0.7739792524848741,0.0,239
86,blind,0.0,0,0.026644077069207902,0.0,0.0,0.0,0.0,0.0163197798038751,0.8154698875908074,0.8154698875908074,0.0,-0.11211660382409022,0.1892988462026119,0.3472803347280335,0.815469890861166,0.0,239
87,blind,0.0,0,0.3028837280172224,0.0,0.0,0.0,0.0,0.016166258733875456,0.7709395959661596,0.7709395959661596,0.0,-0.1037731444559597,0.15886902497781158,0.3891213389121339,0.7709395976351159,0.0,239
88,blind,0.0,0,0.22391449630794566,0.0,0.0,0.0,0.0,0.01624104903307529,0.7926681350963385,0.7926681350963385,0.0,-0.10542852590098192,0.15240268796754153,0.3723849372384937,0.7926681357612531,0.0,239
89,blind,0.0,0,0.023700630373153914,0.0,0.0,0.0,0.0,0.016341600957751338,0.8171740446130601,0.8171740446130601,0.0,-0.10845825976429464,0.1505008241409915,0.4351464435146444,0.817174044798514,0.0,239
90,blind,0.0,0,0.5008256455296923,0.0,0.0,0.0,0.0,0.003515038653919824,0.19250454314084234,0.19250454314084234,0.0,-0.048136592092096704,0.21174083935590216,0.13807531380753138,0.19250454322747818,0.0,239
91,blind,0.0,0,0.4085878510234286,0.0,0.0,0.0,0.0,0.004199589018137136,0.19518090934184804,0.19518090934184804,0.0,-0.0394423834868581,0.10536325599087101,0.5062761506276151,0.1951809093318653,0.0,239
92,blind,0.0,0,0.4392558533156307,0.0,0.0,0.0,0.0,0.004061479523785755,0.1968526167475529,0.1968526167475529,0.0,-0.040211609543974736,0.11144922023583109,0.32217573221757323,0.1968526158030949,0.0,239
93,blind,0.0,0,0.00791006892580767,0.0,0.0,0.0,0.0,0.0049963212916900295,0.21369725278730672,0.21369725278730672,0.0,-0.034894936211667484,0.0,1.0,0.21369725204229228,0.0,239
94,blind,0.0,0,0.48599371905867245,0.0,0.0,0.0,0.0,0.0046379639880116015,0.17976568994661754,0.17976568994661754,0.0,-0.02716689173215064,0.013313046785850132,0.7615062761506276,0.17976569029379696,0.0,239
95,blind,0.0,0,0.018431992074788867,0.0,0.0,0.0,0.0,0.005065113253439445,0.2127743728739447,0.2127743728739447,0.0,-0.0329550422013131,0.0,1.0,0.21277437327121634,0.0,239
96,blind,0.0,0,0.4961388843030782,0.0,0.0,0.0,0.0,0.004176546627593277,0.17546546178632202,0.17546546178632202,0.0,-0.03098065289062116,0.0201597565614302,0.7238493723849372,0.17546546118698172,0.0,239
97,blind,0.0,0,0.0008817254575398053,0.0,0.0,0.0,0.0,0.004925285135766016,0.20903486275273886,0.20903486275273886,0.0,-0.03510141092172951,0.008114618993280082,0.895397489539749,0.209034862116995,0.0,239
98,blind,0.0,0,0.49487416027990566,0.0,0.0,0.0,0.0,0.0038843802858346678,0.1955144782258377,0.1955144782258377,0.0,-0.04040034397461115,0.13934322302523136,0.3305439330543933,0.1955144774227782,0.0,239
99,blind,0.0,0,0.025146201497458203,0.0,0.0,0.0,0.0,0.0048476625155953685,0.1969361693041095,0.1969361693041095,0.0,-0.03417554583579364,0.019145429187270194,0.8410041841004184,0.19693616921806864,0.0,239
100,blind,0.0,0,0.3347918485875449,0.0,0.0,0.0,0.0,0.01585646832135806,0.814997794239092,0.814997794239092,0.0,-0.11365325202809566,0.2230252313934322,0.301255230125523,0.8149977940455555,0.0,239
101,blind,0.0,0,0.046663172881091675,0.0,0.0,0.0,0.0,0.015874046692040174,0.7816205873274903,0.7816205873274903,0.0,-0.10484272479967752,0.15367059718524156,0.34309623430962344,0.781620582791969,0.0,239
102,blind,0.0,0,0.31501786260686376,0.0,0.0,0.0,0.0,0.0167606913437872,0.8143495314415529,0.8143495314415529,0.0,-0.10492055937806659,0.1195638392291112,0.4560669456066946,0.8143495341249775,0.0,239
103,blind,0.0,0,0.000463527011177035,0.0,0.0,0.0,0.0,0.0163419753518618,0.803668605109139,0.803668605109139,0.0,-0.10809355157901086,0.15747432483834156,0.4476987447698745,0.8036686078977028,0.0,239
104,blind,0.0,0,0.44414846890925763,0.0,0.0,0.0,0.0,0.016006714859236982,0.7877410910867747,0.7877410910867747,0.0,-0.11009533549832262,0.20907822999873207,0.3389121338912134,0.7877410881350242,0.0,239
105,blind,0.0,0,0.004340025042008344,0.0,0.0,0.0,0.0,0.016294611997855632,0.82369631478976,0.82369631478976,0.0,-0.1105389873331963,0.16292633447445162,0.37656903765690375,0.8236963168167178,0.0,239
106,blind,0.0,0,0.5020268857079679,0.0,0.0,0.0,0.0,0.013184969402580798,0.67280207742707,0.67280207742707,0.0,-0.09729375615136363,0.19284899201217193,0.19665271966527198,0.6728020758415267,0.0,239
107,blind,0.0,0,0.09659444735923473,0.0,0.0,0.0,0.0,0.01596495008707888,0.7884621107678035,0.7884621107678035,0.0,-0.10878578222298352,0.18169139089641181,0.3514644351464435,0.7884621121875404,0.0,239
108,blind,0.0,0,0.19920830527869945,0.0,0.0,0.0,0.0,0.015240709022638315,0.7671840932828113,0.7671840932828113,0.0,-0.10496255153550742,0.15671357930772156,0.45188284518828453,0.7671840931475532,0.0,239
109,blind,0.0,0,0.5018170490880057,0.0,0.0,0.0,0.0,0.01597604704251178,0.7686282293442402,0.7686282293442402,0.0,-0.10127543653311694,0.12932674020540127,0.38493723849372385,0.7686282302918476,0.0,239
110,blind,0.0,0,0.39594290426846546,0.0,0.0,0.0,0.0,0.016057816619992598,0.7902138856664362,0.7902138856664362,0.0,-0.10111858559461712,0.11753518448079119,0.3807531380753138,0.7902138867915467,0.0,239
111,blind,0.0,0,0.00595315217983492,0.0,0.0,0.0,0.0,0.015700491629424017,0.799823962557266,0.799823962557266,0.0,-0.10967268990160205,0.17611259033853177,0.39330543933054396,0.7998239599070721,0.0,239
112,blind,0.0,0,2.1493512025067902e-05,0.0,0.0,0.0,0.0,0.01600376325445133,0.8158020504348946,0.8158020504348946,0.0,-0.10974691705135256,0.1610244706479016,0.4100418410041841,0.8158020509035431,0.0,239
113,blind,0.0,0,0.4392558533156307,0.0,0.0,0.0,0.0,0.016280501502737497,0.8329385706071575,0.8329385706071575,0.0,-0.11499122441040224,0.20781032078103207,0.30962343096234307,0.8329385712686985,0.0,239
114,blind,0.0,0,0.1445073664815396,0.0,0.0,0.0,0.0,0.015742205181763076,0.7834642109262394,0.7834642109262394,0.0,-0.10839811145980813,0.19500443768226194,0.35564853556485354,0.7834642120720973,0.0,239
115,blind,0.0,0,0.004340025042008344,0.0,0.0,0.0,0.0,0.015738753904393683,0.7935321778682485,0.7935321778682485,0.0,-0.1047572742184245,0.1298339038924813,0.4435146443514644,0.793532180927337,0.0,239
116,blind,0.0,0,0.382569948058365,0.0,0.0,0.0,0.0,0.015582268245159707,0.7899132942056057,0.7899132942056057,0.0,-0.1054737070080342,0.1388360593381514,0.4225941422594142,0.7899132961581733,0.0,239
117,blind,0.0,0,0.49487416027990566,0.0,0.0,0.0,0.0,0.014368115717771163,0.7148139726791422,0.7148139726791422,0.0,-0.09916050473195233,0.16634968936224168,0.301255230125523,0.7148139721245422,0.0,239
118,blind,0.0,0,0.0014944071429085072,0.0,0.0,0.0,0.0,0.01601394103493183,0.8051592424574258,0.8051592424574258,0.0,-0.10659538756619484,0.14593635095727148,0.41841004184100417,0.8051592423334113,0.0,239
119,blind,0.0,0,0.2364116824699286,0.0,0.0,0.0,0.0,0.016675029966052794,0.8478420395482036,0.8478420395482036,0.0,-0.11697097789453419,0.19348294662102195,0.26778242677824265,0.8478420411926835,0.0,239
120,blind,0.0,0,0.5015085098678519,0.0,0.0,0.0,0.0,0.003610725676305748,0.14250054166780854,0.14250054166780854,0.0,-0.027629166138788252,0.0,1.0,0.14250054178984148,0.0,239
121,blind,0.0,0,0.4994180284038787,0.0,0.0,0.0,0.0,0.003259190680190266,0.1436383797783233,0.1436383797783233,0.0,-0.030605566090669535,0.023963484214530234,0.7447698744769874,0.14363837951548766,0.0,239
122,blind,0.0,0,0.3756273159996906,0.0,0.0,0.0,0.0,0.004411475306228738,0.18389458343324303,0.18389458343324303,0.0,-0.034020711411988966,0.009002155445670089,0.8828451882845189,0.18389458315773194,0.0,239
123,blind,0.0,0,0.1445073664815396,0.0,0.0,0.0,0.0,0.0034586907711238544,0.1535676066533791,0.1535676066533791,0.0,-0.03266573118893902,0.023583111449220238,0.7615062761506276,0.15356760646882842,0.0,239
124,blind,0.0,0,0.00014589585375555142,0.0,0.0,0.0,0.0,0.00446546554884963,0.1849959362376185,0.1849959362376185,0.0,-0.03264892297910054,0.0021554456700900214,0.9748953974895398,0.18499593660425684,0.0,239
125,blind,0.0,0,0.13356819286291968,0.0,0.0,0.0,0.0,0.003987631629022407,0.1688778221794252,0.1688778221794252,0.0,-0.03567170904674301,0.040953467731710415,0.6652719665271967,0.16887782202651286,0.0,239
126,blind,0.0,0,0.009418921166737213,0.0,0.0,0.0,0.0,0.00441940012193094,0.18777843112726092,0.18777843112726092,0.0,-0.02922405362025363,0.0010143273741600102,0.9832635983263598,0.18777843080633047,0.0,239
