episode,phase,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,fit_gain,cond_psi,beta_cos,beta_relerr,pred_err,updates,skipped,bounded,diverged,conf,trust_pol,trust_app,corr_frac,explained,corr_dark,resid_after,reward,v_out,cr,q_loss,destroy,steps
31,eval,pact,3.0,0,0.025146201497458203,0.005804665331620013,0.007255831313958571,0.0,0.0,0.010164820211140681,0.5254320731098183,0.5489807742410125,0.5211250128606373,44124.035107217576,-0.08383758556269202,51.03885754381762,0.022374406909213544,7497.0,0.0,1442.0794979079499,0.0,0.9962109868496531,0.9000000000000004,0.8965898694852406,0.5807602151274961,0.5799476940204856,0.022143578876043957,0.020459252365067928,-0.06499852254330958,0.0,1.0,0.5489807748807217,0.0,239
32,eval,pact,3.0,0,0.3575846380647296,0.05788739791936845,0.07235924438375234,0.005578800724141269,0.0,0.008685388641283851,0.5223020999127352,0.5002850609593811,0.06528984413931714,209014.42131929917,0.3463993475121684,128.59267016534525,0.045645344461739124,7735.0,0.0,1554.4937238493724,0.0,0.988681972026825,0.9000000000000004,0.8898137568429922,0.6050056947674806,0.33104129406260796,0.015952563000923042,0.044385404500401106,-0.06604540305336427,0.07899074426271079,0.47280334728033474,0.5002850592555964,0.0,239
33,eval,pact,3.0,0,0.017240600663365867,0.003971320302260355,0.004964150049977339,0.0,0.0,0.009684302706746813,0.5282458466590698,0.5305390465521413,0.0014811560732790338,372281.9677366632,0.22379193320932747,194.72324929975565,0.008287867977845026,7973.0,0.0,1715.2092050209205,0.0,0.9945584822399347,0.9000000000000004,0.8951026111467114,0.4046660562890511,0.40337928312676197,0.005526084211763694,0.0070921299944019965,-0.06272101920793877,0.0,1.0,0.5305390472175945,0.0,239
34,eval,pact,3.0,0,0.475447956226714,0.08738298863413947,0.10922872982690282,0.007670850995694244,0.0,0.00906563115892659,0.5328212180895785,0.4987629996184026,0.019015518146680052,482592.3366893305,-0.12416923357275694,115.4188167061267,0.05098801534467038,8211.0,0.0,1862.4811715481171,0.0,0.9888978354851072,0.9000000000000004,0.8900080259624386,0.6560982353678568,0.4866303903258824,0.026871242085281685,0.05113445432022775,-0.06094349026298393,0.01521491061240015,0.7196652719665272,0.4987629995802731,0.0,239
35,eval,pact,3.0,0,7.168495677855786e-07,1.143253867214382e-07,1.4290673340179774e-07,0.0,0.0,0.010216963349814258,0.5278437844006088,0.5504990014321635,-0.45530821252068715,935868.6440899582,-0.19711439311504364,275.0335388183594,0.017641214854532083,8449.0,0.0,2009.3012552301254,0.0,0.9942811335355168,0.9000000000000004,0.8948529959348455,2316.620203176801,-23254.653388365932,0.013423213480870012,0.013632012077190262,-0.06514124181486125,0.00025358184354000256,0.99581589958159,0.5504990049696,0.0,239
36,eval,pact,3.0,0,0.49905009486198143,0.09021112478281436,0.11276389851938277,0.0,0.0,0.007932989479132214,0.4956040881792372,0.4607241971722208,-0.2424967079929945,686565.8761767782,-0.1137821949846949,85.81543220935008,0.03304408428017595,8687.0,0.0,2119.786610878661,0.0,0.9892381891047106,0.9000000000000004,0.8903143491954484,0.7291292689391987,0.6542300994798298,0.012689206303785677,0.03553653972040254,-0.06803657752968403,0.14352732344364144,0.19246861924686193,0.4607241979119644,0.0,239
37,eval,pact,3.0,0,0.43414843287689137,0.08102353236439945,0.1012794109387926,0.0,0.0,0.008533734649470442,0.5215573539045565,0.49651549775231335,-0.18232460588676597,175957.93864408997,-0.12059428087517494,79.91210117100671,0.040970301284809364,8925.0,0.0,2161.4351464435144,0.0,0.9897834879334502,0.9000000000000004,0.8908051166324935,0.6864092124282464,0.6576704474069138,0.0316828495512406,0.04064138833468461,-0.06436851762645084,0.07138328895651073,0.49372384937238495,0.4965154983610531,0.0,239
38,eval,pact,3.0,0,0.02230692015294469,0.0053579309828990776,0.006697413246671569,0.0,0.0,0.01070788631285833,0.5185048584534034,0.5588544127083224,-0.1776720337571175,596908.2330674686,0.11523814234399396,73.41500338949419,0.03142948187770766,9163.0,0.0,2289.5062761506274,0.0,0.9946420343600556,0.9000000000000004,0.8951778071445401,0.8068636456990461,0.5898659616802776,0.02956968190273936,0.026235791273945045,-0.06554910138302064,0.00025358184354000256,0.99581589958159,0.5588544110194014,0.0,239
39,eval,pact,3.0,0,0.4653420398303694,0.08679287593700206,0.10849108776615501,0.011157601448282537,0.0,0.008848824502489135,0.5406305167714921,0.5118247996937779,-0.19710333770429364,164606.48875523012,0.03652689621538298,169.80666500554423,0.05517441373723696,9401.0,0.0,2405.916317991632,0.0,0.9913217043776891,0.9000000000000004,0.8921895141880881,0.6966670726807248,0.44719948559969824,0.02809394977309487,0.054514830026027424,-0.06564354000676148,0.018891847343730186,0.8075313807531381,0.5118248015033546,0.0,239
40,train,pact,3.0,0,0.1830709686913921,0.04094756393419915,0.05118445127948663,0.02440725291872623,0.0034867504525882926,0.01700676476317906,0.819423746364386,0.8229899324133805,-1.9070907771649719,5970.8546152793215,0.07533339535423933,257.4203491348103,0.045082411243410773,9639.0,0.0,2456.0,0.0,0.9820609476775803,0.9000000000000004,0.8838548285567112,0.3228641174035277,0.3483843488355699,0.018578811399707133,0.03834958761301141,-0.10464427067081923,0.11652085710663118,0.40585774058577406,0.8229899299362903,0.0,239
