episode,phase,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,resid_after,reward,v_out,cr,q_loss,destroy,steps
0,train,blind,3.0,0,0.07732631201700618,0.029715478632182827,0.04952579300700433,0.018831169250465574,0.0017316017832074847,0.01636177950228254,1.580252077182134,1.6137172403789701,0.029684479530498634,-1.173027387743931,0.5034447821681864,0.12857142857142856,1.6137172372539148,0.004761904761904762,210
1,eval,blind,3.0,0,0.4941819601855557,0.21877938176217396,0.36463223767295627,0.41080258537286496,0.0,0.01533443278294041,0.5186955168157442,1.304017790067146,0.21877938045132952,-0.1980452281372615,0.4121190539778629,0.3138075313807531,1.3040178016157185,0.0,239
2,eval,blind,3.0,0,0.33479187858415665,0.13252687728399373,0.22087808722901334,0.2731076444043275,0.0,0.013623364410016327,0.5934174881320619,1.0905457557993454,0.13252687700313873,-0.16234461567953784,0.28407371138609455,0.4560669456066946,1.0905457535912404,0.0,239
3,eval,blind,3.0,0,0.11274788101110218,0.020401852933889537,0.03400308431775108,0.019779383637416312,0.0,0.01030304127423459,0.6619645703786586,0.6885541893198899,0.020401852526283695,-0.09919387700652374,0.17775008160479538,0.5313807531380753,0.6885541897670532,0.0,239
4,eval,blind,3.0,0,0.4671610229562556,0.2355019348606943,0.3925031553831199,0.4558767583455002,0.0,0.016869004841145736,0.5213732080978329,1.4183133951540272,0.23550193389609714,-0.21096299973353888,0.47826344995400466,0.25523012552301255,1.4183133966202506,0.0,239
5,eval,blind,3.0,0,0.31099300983821715,0.11745052389797747,0.19575083646815533,0.23430962255809099,0.0,0.013032346067630596,0.595857622733176,1.0138726478840019,0.11745052389478093,-0.14161396234053197,0.225822724709932,0.6778242677824268,1.0138726503957662,0.0,239
6,eval,blind,3.0,0,0.4859937123801958,0.23487736503728487,0.39146220422028755,0.45321414878428234,0.0,0.01683574063590412,0.5305088017151446,1.4226275706765044,0.23487736381340182,-0.21140832672199103,0.5766046470221668,0.18828451882845187,1.4226275678741833,0.0,239
7,eval,blind,3.0,0,0.15576161381352116,0.04907934044891879,0.08179888718133276,0.08292126225377726,0.0,0.011008990825266893,0.6391669327245098,0.7841117709999803,0.049079340193316535,-0.10745878440989712,0.15712632422327075,0.6234309623430963,0.7841117686344449,0.0,239
8,eval,blind,3.0,0,0.3959428790102983,0.19861992105623388,0.33103313968969517,0.39634842104492823,0.0,0.01778422195316296,0.5796580348304126,1.382345379895246,0.1986199195712916,-0.2249651058336994,0.5500756699011841,0.012552301255230125,1.3823453766618268,0.0,239
9,eval,blind,3.0,0,0.3926658787366775,0.19255733762677296,0.32092883468449224,0.37067325862132355,0.0,0.015392023448493317,0.5304641973648111,1.2631445096875833,0.19255733609328116,-0.18935997837528645,0.40010089320157866,0.2301255230125523,1.2631445137396953,0.0,239
