episode,phase,arm,sigma,direct,A,load,load_frac,sat,clipped,x_std,q_cmd_abs,q_exec_abs,fit_gain,cond_psi,beta_cos,beta_relerr,pred_err,updates,skipped,bounded,diverged,resets,conf,trust_pol,trust_app,corr_frac,explained,corr_dark,resid_after,reward,v_out,cr,q_loss,destroy,steps
0,train,pact,3.0,0,0.14822527385418105,0.040230000437054415,0.06704999802693302,0.01692658812431112,0.0,0.014947303401298477,1.524293735186924,1.5317651400007464,0.7408743411720006,12552302022.646173,0.14308437374595817,0.33791545694343217,0.02300505229970562,119.0,0.0,0.0,0.0,0.0,0.975455725853912,0.7493723849372388,0.7408101119755701,0.3912267006769421,0.4281617685861001,0.0,0.024780375254724055,-0.19731452458067097,0.3608118935279979,0.26359832635983266,1.5317651232169645,0.0,239
1,eval,pact,3.0,0,0.034930997800481874,0.008969511402660429,0.014949184896870834,0.0,0.0,0.005732679815093936,0.4499848236848121,0.5139512839925838,0.5297054472578121,3696.8778765690377,0.4110342329017288,12.625070408298381,0.01981106184019413,357.0,0.0,96.25523012552301,0.0,0.0,0.9972729630550081,0.9000000000000004,0.8975456476710332,2.4947865273199765,-0.7836595548900329,0.0044233927750217455,0.01694624973140768,-0.08009027645593186,0.11890560550758184,0.6150627615062761,0.5139512841865269,0.0,239
2,eval,pact,3.0,0,0.22391452780090834,0.026139743001542197,0.043566236893148244,0.0,0.0,0.004421315699032504,0.4132987058811108,0.3993949052180206,0.46181521530430686,17295.65749419783,0.22914086771879547,19.268003966519025,0.015793053712190478,595.0,0.0,333.0,0.0,0.0,0.984843587027434,0.9000000000000004,0.8863592087973112,0.49197151795051414,0.43416252829458446,0.001625272648703281,0.016516348831482217,-0.0628132697882261,0.06905249413929199,0.8451882845188284,0.39939490418853335,0.0,239
3,eval,pact,3.0,0,0.36491424218167223,0.06628157776438487,0.11046928920633078,0.00741726883285714,0.0,0.006028623534483391,0.4831805004110895,0.5221485053520323,0.34995498031253097,74596.4955543933,0.08738621494198943,133.53547430237967,0.038042879312700555,833.0,0.0,571.0,0.0,0.0,0.9919325060924227,0.9000000000000004,0.8927392351078688,0.956376740970812,0.5430084612241955,0.01824128454305477,0.03490518801943029,-0.09355471825400312,0.3235407578859907,0.22594142259414227,0.522148504847553,0.0,239
4,eval,pact,3.0,0,0.1445073664815396,0.023615422787625906,0.03935903500398172,0.007227082382186187,0.0,0.005214793626102132,0.449376149032904,0.45574377564456175,0.07368511213067623,82642.48475091528,0.13318575963487062,113.22932090918889,0.025238312128151936,1071.0,0.0,809.0,0.0,0.0,0.9899988882711243,0.9000000000000004,0.8909989769987482,0.7421275711609139,0.16576616722027182,0.008101887416496414,0.023660328568477634,-0.08247725653276691,0.23614944063622068,0.5104602510460251,0.45574377701059837,0.0,239
5,eval,pact,3.0,0,0.3308880599050015,0.04582326020865831,0.07637209572258372,0.0,0.0,0.004476137352604653,0.4380227894089711,0.39465892265032526,0.164044611569042,87276.30043802301,0.03304491461611209,91.92741727629466,0.02067591905083398,1309.0,0.0,1047.0,0.0,0.0,0.9795485843425017,0.9000000000000004,0.881593708089206,0.6103304747817532,0.5822119468562965,0.0026725734490901233,0.022013814686349432,-0.0647257747177355,0.12700673610492896,0.7866108786610879,0.3946589198310366,0.0,239
6,eval,pact,3.0,0,0.4532820635336884,0.07679953733751067,0.12799922240561065,0.0038037277664599556,0.0,0.005640441974845157,0.4564469417393457,0.48076390047951223,0.20625261832926858,131244.5134675732,0.031465492822097374,42.38350920098596,0.04199977886812395,1547.0,0.0,1285.0,0.0,0.0,0.9895539952122516,0.9000000000000004,0.8905985746922354,0.7422730818812878,0.6659845845401144,0.055207810441001516,0.04036009938272971,-0.08256370813850362,0.28769399685450614,0.5606694560669456,0.4807639013598646,0.0,239
7,eval,pact,3.0,0,0.009418925725383427,0.0015421620949584173,0.002570270090362702,0.0,0.0,0.005736125678907316,0.4348721768878494,0.5087608404488743,0.343013704695961,121623.0859375,0.004052304655944765,54.35338613278696,0.02296242817445311,1785.0,0.0,1523.0,0.0,0.0,0.9931702588891385,0.9000000000000004,0.8938532060160298,0.45102336200839477,0.23753147050998957,0.021942940074950457,0.020013455785694044,-0.0693500401456452,0.033799222528858426,0.8661087866108786,0.5087608434891919,0.0,239
8,eval,pact,3.0,0,0.2364117139628913,0.025804661478470436,0.043007766240993395,0.0,0.0,0.004580443938336799,0.40592608005431907,0.4026456482739628,0.2920572369293189,133075.08255426254,0.02233737363639798,88.44318694749138,0.017865478637371073,2023.0,0.0,1761.0,0.0,0.0,0.9829106470531,0.9000000000000004,0.8846195547151765,0.5203486911605804,0.3756435983301891,0.0023469371774150587,0.017758685151732696,-0.05792720551794837,0.013828303510489926,0.9623430962343096,0.4026456503552314,0.0,239
9,eval,pact,3.0,0,0.5020820002946379,0.0695404402800271,0.11590072805467198,0.0005705591649689933,0.0,0.005230185006858165,0.4356080182676036,0.4516612831269348,-0.1277641682071167,60576.93007158734,0.024807319081111744,48.56106244171015,0.031550818678209844,2261.0,0.0,1999.0,0.0,0.0,0.9893969803674451,0.9000000000000004,0.8904572630527129,0.8086340127796078,0.6028698847316036,0.1698331981897354,0.030381856431646825,-0.07898195877727461,0.13899522241016057,0.5690376569037657,0.45166128171825215,0.0,239
